Estatísticas para UPLOAD (sem outliers):
tree_ORTHOMCL1.nexus: média=23804.08 bps, std=2812.74, mediana=24304.76, min=18845.70, max=26874.72, n=5, outliers=0
tree_ORTHOMCL1009_Inner1.nexus: média=20253.52 bps, std=3261.11, mediana=18511.88, min=16774.40, max=25788.53, n=5, outliers=0
tree_ORTHOMCL1009_Inner2.nexus: média=20292.08 bps, std=4225.62, mediana=19577.81, min=16162.64, max=28331.13, n=5, outliers=0
tree_ORTHOMCL1009_Inner3.nexus: média=21088.97 bps, std=4246.69, mediana=19000.37, min=17118.88, max=27531.97, n=5, outliers=0
tree_ORTHOMCL1009_Inner4.nexus: média=54309.61 bps, std=9679.49, mediana=50289.55, min=43209.54, max=69112.47, n=5, outliers=0
tree_ORTHOMCL1018_Inner1.nexus: média=18342.14 bps, std=960.46, mediana=18142.23, min=17114.37, max=19522.68, n=5, outliers=0
tree_ORTHOMCL1018_Inner2.nexus: média=21961.52 bps, std=3216.23, mediana=23897.91, min=17225.47, max=25233.89, n=5, outliers=0
tree_ORTHOMCL1018_Inner3.nexus: média=25787.32 bps, std=1843.39, mediana=26230.29, min=22297.48, max=27591.94, n=5, outliers=0
tree_ORTHOMCL1018_Inner4.nexus: média=43137.54 bps, std=3912.34, mediana=42251.45, min=37959.71, max=49606.98, n=5, outliers=0
tree_ORTHOMCL1021_Inner1.nexus: média=24431.75 bps, std=2384.07, mediana=22915.81, min=22122.30, max=27907.22, n=5, outliers=0
tree_ORTHOMCL1021_Inner2.nexus: média=20518.67 bps, std=2665.72, mediana=19271.16, min=18999.06, max=25840.48, n=5, outliers=0
tree_ORTHOMCL1021_Inner3.nexus: média=28524.58 bps, std=5185.28, mediana=26341.69, min=23622.24, max=37034.39, n=5, outliers=0
tree_ORTHOMCL1021_Inner4.nexus: média=40046.71 bps, std=1889.14, mediana=40133.99, min=36704.79, max=42096.66, n=5, outliers=0
tree_ORTHOMCL1023_Inner1.nexus: média=21304.79 bps, std=2317.64, mediana=20486.47, min=17995.67, max=24006.99, n=5, outliers=0
tree_ORTHOMCL1023_Inner2.nexus: média=28000.02 bps, std=3447.07, mediana=27642.41, min=24146.90, max=33097.46, n=5, outliers=0
tree_ORTHOMCL1023_Inner3.nexus: média=34796.74 bps, std=5418.47, mediana=30901.73, min=30035.87, max=42249.83, n=5, outliers=0
tree_ORTHOMCL1023_Inner4.nexus: média=46247.45 bps, std=6878.69, mediana=43749.66, min=37305.04, max=55704.53, n=5, outliers=0
tree_ORTHOMCL1027_Inner1.nexus: média=20270.69 bps, std=2626.72, mediana=20008.69, min=16427.77, max=24695.23, n=5, outliers=0
tree_ORTHOMCL1027_Inner2.nexus: média=19963.45 bps, std=1297.05, mediana=19665.66, min=18228.82, max=22220.28, n=5, outliers=0
tree_ORTHOMCL1027_Inner3.nexus: média=27886.20 bps, std=3192.53, mediana=30002.16, min=23464.26, max=31009.69, n=5, outliers=0
tree_ORTHOMCL1027_Inner4.nexus: média=42543.49 bps, std=3817.10, mediana=41189.22, min=39159.49, max=49886.01, n=5, outliers=0
tree_ORTHOMCL1029_Inner1.nexus: média=21257.93 bps, std=2500.26, mediana=21632.76, min=17614.11, max=23912.79, n=5, outliers=0
tree_ORTHOMCL1029_Inner2.nexus: média=22432.11 bps, std=3813.47, mediana=20748.05, min=19353.01, max=29729.47, n=5, outliers=0
tree_ORTHOMCL1029_Inner3.nexus: média=25892.30 bps, std=4202.84, mediana=24811.10, min=20855.93, max=32597.74, n=5, outliers=0
tree_ORTHOMCL1029_Inner4.nexus: média=37522.49 bps, std=8703.27, mediana=42559.06, min=20865.33, max=43762.87, n=5, outliers=0
tree_ORTHOMCL1033_Inner1.nexus: média=23606.15 bps, std=2889.03, mediana=23969.88, min=19455.41, max=28288.58, n=5, outliers=0
tree_ORTHOMCL1033_Inner2.nexus: média=19997.99 bps, std=1948.32, mediana=18827.54, min=18446.12, max=23571.69, n=5, outliers=0
tree_ORTHOMCL1033_Inner3.nexus: média=27750.53 bps, std=3617.11, mediana=26087.57, min=23422.80, max=32785.12, n=5, outliers=0
tree_ORTHOMCL1033_Inner4.nexus: média=40458.57 bps, std=8455.30, mediana=41748.23, min=25879.34, max=52221.68, n=5, outliers=0
tree_ORTHOMCL1034_Inner1.nexus: média=20238.05 bps, std=1981.55, mediana=19608.05, min=17886.62, max=23856.49, n=5, outliers=0
tree_ORTHOMCL1034_Inner2.nexus: média=24293.07 bps, std=1828.78, mediana=24443.33, min=21624.63, max=27067.80, n=5, outliers=0
tree_ORTHOMCL1034_Inner3.nexus: média=24198.90 bps, std=2358.79, mediana=24810.63, min=19781.53, max=26822.11, n=5, outliers=0
tree_ORTHOMCL1034_Inner4.nexus: média=44878.78 bps, std=6381.67, mediana=43838.66, min=37184.84, max=55448.14, n=5, outliers=0
tree_ORTHOMCL1038_Inner1.nexus: média=20263.72 bps, std=1544.95, mediana=19292.14, min=18691.02, max=22486.85, n=5, outliers=0
tree_ORTHOMCL1038_Inner2.nexus: média=21384.79 bps, std=2749.68, mediana=20245.53, min=18362.77, max=25042.62, n=5, outliers=0
tree_ORTHOMCL1038_Inner3.nexus: média=27378.75 bps, std=4845.19, mediana=25197.93, min=23310.15, max=36873.26, n=5, outliers=0
tree_ORTHOMCL1038_Inner4.nexus: média=44670.36 bps, std=10816.70, mediana=39487.48, min=37101.47, max=66124.31, n=5, outliers=0
tree_ORTHOMCL1039_Inner1.nexus: média=22325.33 bps, std=3653.82, mediana=24584.45, min=16850.57, max=25749.96, n=5, outliers=0
tree_ORTHOMCL1039_Inner2.nexus: média=22445.02 bps, std=4296.84, mediana=23783.72, min=16396.92, max=28298.91, n=5, outliers=0
tree_ORTHOMCL1039_Inner3.nexus: média=25304.14 bps, std=6413.80, mediana=26745.48, min=14823.74, max=34060.10, n=5, outliers=0
tree_ORTHOMCL1039_Inner4.nexus: média=46355.50 bps, std=7667.70, mediana=43099.67, min=36999.07, max=59147.85, n=5, outliers=0
tree_ORTHOMCL1042_Inner1.nexus: média=22147.98 bps, std=2029.80, mediana=23088.64, min=19230.72, max=24317.69, n=5, outliers=0
tree_ORTHOMCL1042_Inner2.nexus: média=19740.25 bps, std=1869.88, mediana=19069.80, min=17660.97, max=22438.55, n=5, outliers=0
tree_ORTHOMCL1042_Inner3.nexus: média=28826.65 bps, std=4028.78, mediana=26268.61, min=25573.35, max=36048.85, n=5, outliers=0
tree_ORTHOMCL1042_Inner4.nexus: média=40722.91 bps, std=4830.12, mediana=39842.96, min=36280.39, max=49814.12, n=5, outliers=0
tree_ORTHOMCL1043_Inner1.nexus: média=24760.86 bps, std=2800.85, mediana=26265.03, min=19866.96, max=27488.05, n=5, outliers=0
tree_ORTHOMCL1043_Inner2.nexus: média=24030.83 bps, std=4069.73, mediana=22508.26, min=20445.83, max=31845.41, n=5, outliers=0
tree_ORTHOMCL1043_Inner3.nexus: média=19549.09 bps, std=5353.04, mediana=19435.30, min=10634.02, max=27409.94, n=5, outliers=0
tree_ORTHOMCL1043_Inner4.nexus: média=38552.04 bps, std=3517.65, mediana=38522.01, min=33685.70, max=44510.67, n=5, outliers=0
tree_ORTHOMCL1074_Inner1.nexus: média=21582.57 bps, std=2915.07, mediana=21595.67, min=17663.73, max=25770.73, n=5, outliers=0
tree_ORTHOMCL1074_Inner2.nexus: média=26811.12 bps, std=2532.62, mediana=25485.55, min=24658.34, max=31320.21, n=5, outliers=0
tree_ORTHOMCL1074_Inner3.nexus: média=19761.78 bps, std=726.26, mediana=19910.58, min=18730.20, max=20614.52, n=5, outliers=0
tree_ORTHOMCL1074_Inner4.nexus: média=44914.35 bps, std=6489.49, mediana=46080.43, min=36942.22, max=53954.34, n=5, outliers=0
tree_ORTHOMCL1083_Inner1.nexus: média=20069.72 bps, std=2783.10, mediana=18489.38, min=18335.74, max=25557.12, n=5, outliers=0
tree_ORTHOMCL1083_Inner2.nexus: média=24083.01 bps, std=3598.04, mediana=25676.20, min=17116.31, max=27368.34, n=5, outliers=0
tree_ORTHOMCL1083_Inner3.nexus: média=23896.92 bps, std=840.04, mediana=23700.78, min=22692.85, max=25260.30, n=5, outliers=0
tree_ORTHOMCL1083_Inner4.nexus: média=48922.72 bps, std=6019.60, mediana=49063.71, min=41155.78, max=55752.90, n=5, outliers=0
tree_ORTHOMCL1087_Inner1.nexus: média=20516.25 bps, std=2601.10, mediana=19722.05, min=17898.09, max=25083.73, n=5, outliers=0
tree_ORTHOMCL1087_Inner2.nexus: média=21157.32 bps, std=2431.66, mediana=19815.79, min=18360.46, max=24970.94, n=5, outliers=0
tree_ORTHOMCL1087_Inner3.nexus: média=26963.73 bps, std=5592.43, mediana=25459.70, min=19179.05, max=35271.01, n=5, outliers=0
tree_ORTHOMCL1087_Inner4.nexus: média=41804.49 bps, std=6867.56, mediana=39153.34, min=36206.61, max=54706.51, n=5, outliers=0
tree_ORTHOMCL1092_Inner1.nexus: média=22747.57 bps, std=4117.57, mediana=24779.76, min=17044.19, max=27443.58, n=5, outliers=0
tree_ORTHOMCL1092_Inner2.nexus: média=20376.16 bps, std=2470.18, mediana=19683.14, min=17534.86, max=24796.15, n=5, outliers=0
tree_ORTHOMCL1092_Inner3.nexus: média=25617.79 bps, std=3624.36, mediana=24109.77, min=21706.35, max=32358.08, n=5, outliers=0
tree_ORTHOMCL1092_Inner4.nexus: média=49994.22 bps, std=5798.58, mediana=51286.67, min=39272.05, max=55173.33, n=5, outliers=0
tree_ORTHOMCL1100_Inner1.nexus: média=19544.13 bps, std=929.91, mediana=19679.83, min=18036.94, max=20695.70, n=5, outliers=0
tree_ORTHOMCL1100_Inner2.nexus: média=23174.31 bps, std=4047.08, mediana=23649.29, min=17297.88, max=27491.51, n=5, outliers=0
tree_ORTHOMCL1100_Inner3.nexus: média=25776.27 bps, std=2018.59, mediana=25281.30, min=23292.39, max=29468.04, n=5, outliers=0
tree_ORTHOMCL1100_Inner4.nexus: média=47886.41 bps, std=3534.71, mediana=46831.51, min=43951.31, max=52765.82, n=5, outliers=0
tree_ORTHOMCL1104_Inner1.nexus: média=22609.98 bps, std=2673.70, mediana=22987.61, min=18645.12, max=26066.57, n=5, outliers=0
tree_ORTHOMCL1104_Inner2.nexus: média=20820.95 bps, std=4468.73, mediana=19339.31, min=14332.24, max=26587.11, n=5, outliers=0
tree_ORTHOMCL1104_Inner3.nexus: média=26962.36 bps, std=3958.48, mediana=24374.70, min=23916.03, max=34366.48, n=5, outliers=0
tree_ORTHOMCL1104_Inner4.nexus: média=44986.83 bps, std=5208.11, mediana=42918.91, min=39216.66, max=52578.35, n=5, outliers=0
tree_ORTHOMCL1113_Inner1.nexus: média=21843.56 bps, std=1540.73, mediana=22234.64, min=19399.69, max=23942.47, n=5, outliers=0
tree_ORTHOMCL1113_Inner2.nexus: média=21771.39 bps, std=2728.97, mediana=21460.99, min=17975.59, max=25515.23, n=5, outliers=0
tree_ORTHOMCL1113_Inner3.nexus: média=24646.82 bps, std=1232.04, mediana=24357.98, min=23301.65, max=26492.78, n=5, outliers=0
tree_ORTHOMCL1113_Inner4.nexus: média=49057.18 bps, std=7964.36, mediana=48374.65, min=40077.54, max=61149.24, n=5, outliers=0
tree_ORTHOMCL1125_Inner1.nexus: média=19575.57 bps, std=1852.03, mediana=18785.19, min=17274.78, max=22708.03, n=5, outliers=0
tree_ORTHOMCL1125_Inner2.nexus: média=28414.00 bps, std=3141.36, mediana=29121.58, min=24104.58, max=32994.33, n=5, outliers=0
tree_ORTHOMCL1125_Inner3.nexus: média=19922.73 bps, std=1030.79, mediana=19574.16, min=18851.92, max=21235.96, n=5, outliers=0
tree_ORTHOMCL1125_Inner4.nexus: média=49224.82 bps, std=7873.11, mediana=53556.08, min=38564.02, max=57507.59, n=5, outliers=0
tree_ORTHOMCL1126_Inner1.nexus: média=19362.80 bps, std=802.47, mediana=19841.88, min=18347.77, max=20274.11, n=5, outliers=0
tree_ORTHOMCL1126_Inner2.nexus: média=6015.51 bps, std=310.22, mediana=6079.05, min=5541.39, max=6464.38, n=5, outliers=0
tree_ORTHOMCL1126_Inner3.nexus: média=22084.40 bps, std=2878.64, mediana=21777.13, min=18114.47, max=27011.45, n=5, outliers=0
tree_ORTHOMCL1126_Inner4.nexus: média=45081.70 bps, std=10277.00, mediana=43861.28, min=27694.55, max=57092.13, n=5, outliers=0
tree_ORTHOMCL1127_Inner1.nexus: média=21576.33 bps, std=2617.78, mediana=22436.08, min=17839.74, max=24360.63, n=5, outliers=0
tree_ORTHOMCL1127_Inner2.nexus: média=16780.76 bps, std=2828.37, mediana=17821.15, min=11174.07, max=18793.62, n=5, outliers=0
tree_ORTHOMCL1127_Inner3.nexus: média=28470.90 bps, std=4776.93, mediana=26422.61, min=23482.68, max=34644.94, n=5, outliers=0
tree_ORTHOMCL1127_Inner4.nexus: média=47441.02 bps, std=9917.30, mediana=47491.78, min=29712.62, max=59299.51, n=5, outliers=0
tree_ORTHOMCL1129_Inner1.nexus: média=17893.69 bps, std=1308.19, mediana=17417.15, min=16752.61, max=20455.44, n=5, outliers=0
tree_ORTHOMCL1129_Inner2.nexus: média=29774.74 bps, std=4646.30, mediana=32181.25, min=21312.68, max=33694.32, n=5, outliers=0
tree_ORTHOMCL1129_Inner3.nexus: média=21701.30 bps, std=2679.39, mediana=21930.66, min=17778.04, max=24880.49, n=5, outliers=0
tree_ORTHOMCL1129_Inner4.nexus: média=44890.70 bps, std=4303.05, mediana=42510.12, min=40800.33, max=52319.39, n=5, outliers=0
tree_ORTHOMCL1131_Inner1.nexus: média=20031.56 bps, std=1486.32, mediana=20531.05, min=17878.13, max=21743.16, n=5, outliers=0
tree_ORTHOMCL1131_Inner2.nexus: média=23224.34 bps, std=3467.33, mediana=22162.49, min=19183.49, max=29500.52, n=5, outliers=0
tree_ORTHOMCL1131_Inner3.nexus: média=27163.01 bps, std=4065.52, mediana=25121.87, min=22964.67, max=34118.48, n=5, outliers=0
tree_ORTHOMCL1131_Inner4.nexus: média=41586.42 bps, std=3690.37, mediana=42499.46, min=36197.25, max=46427.47, n=5, outliers=0
tree_ORTHOMCL1135_Inner1.nexus: média=23246.94 bps, std=3317.81, mediana=22266.55, min=19089.46, max=28809.94, n=5, outliers=0
tree_ORTHOMCL1135_Inner2.nexus: média=20541.53 bps, std=4359.18, mediana=18761.17, min=17174.19, max=29169.17, n=5, outliers=0
tree_ORTHOMCL1135_Inner3.nexus: média=29381.93 bps, std=4100.58, mediana=30705.44, min=24007.18, max=34746.94, n=5, outliers=0
tree_ORTHOMCL1135_Inner4.nexus: média=41189.10 bps, std=3163.60, mediana=41095.08, min=37713.89, max=46794.54, n=5, outliers=0
tree_ORTHOMCL1136_Inner1.nexus: média=21364.44 bps, std=3199.86, mediana=19976.43, min=18014.19, max=26146.81, n=5, outliers=0
tree_ORTHOMCL1136_Inner2.nexus: média=21300.56 bps, std=2981.39, mediana=19106.71, min=18593.74, max=25450.61, n=5, outliers=0
tree_ORTHOMCL1136_Inner3.nexus: média=26024.39 bps, std=3401.70, mediana=23981.83, min=23520.60, max=32420.37, n=5, outliers=0
tree_ORTHOMCL1136_Inner4.nexus: média=45391.68 bps, std=5898.28, mediana=42668.26, min=38548.41, max=53928.17, n=5, outliers=0
tree_ORTHOMCL1146_Inner1.nexus: média=23538.04 bps, std=4036.98, mediana=24022.90, min=17663.49, max=29002.46, n=5, outliers=0
tree_ORTHOMCL1146_Inner2.nexus: média=20344.98 bps, std=3133.36, mediana=18948.21, min=18200.94, max=26581.90, n=5, outliers=0
tree_ORTHOMCL1146_Inner3.nexus: média=28857.56 bps, std=4896.17, mediana=31417.65, min=22821.34, max=34036.18, n=5, outliers=0
tree_ORTHOMCL1146_Inner4.nexus: média=42512.74 bps, std=7541.48, mediana=40271.76, min=33373.78, max=56304.35, n=5, outliers=0
tree_ORTHOMCL1147_Inner1.nexus: média=21887.49 bps, std=3687.29, mediana=20093.02, min=19149.47, max=29174.60, n=5, outliers=0
tree_ORTHOMCL1147_Inner2.nexus: média=25063.81 bps, std=3519.10, mediana=23708.59, min=22597.29, max=32019.61, n=5, outliers=0
tree_ORTHOMCL1147_Inner3.nexus: média=21501.81 bps, std=2261.77, mediana=21366.98, min=18586.55, max=24504.11, n=5, outliers=0
tree_ORTHOMCL1147_Inner4.nexus: média=44280.19 bps, std=4441.85, mediana=42704.80, min=39657.84, max=51787.92, n=5, outliers=0
tree_ORTHOMCL1166_Inner1.nexus: média=22773.75 bps, std=3733.93, mediana=24949.64, min=17960.26, max=26626.56, n=5, outliers=0
tree_ORTHOMCL1166_Inner2.nexus: média=19153.12 bps, std=696.61, mediana=19129.41, min=18071.01, max=20080.64, n=5, outliers=0
tree_ORTHOMCL1166_Inner3.nexus: média=25595.44 bps, std=2419.61, mediana=26539.67, min=21179.46, max=28054.34, n=5, outliers=0
tree_ORTHOMCL1166_Inner4.nexus: média=48269.17 bps, std=7474.96, mediana=45391.15, min=42389.09, max=62974.75, n=5, outliers=0
tree_ORTHOMCL1305_Inner1.nexus: média=22327.53 bps, std=2023.45, mediana=22159.18, min=19645.85, max=25132.13, n=5, outliers=0
tree_ORTHOMCL1305_Inner2.nexus: média=20296.90 bps, std=2198.66, mediana=19419.58, min=17792.71, max=23356.62, n=5, outliers=0
tree_ORTHOMCL1305_Inner3.nexus: média=40741.83 bps, std=5633.80, mediana=39508.01, min=34933.26, max=50730.00, n=5, outliers=0
tree_ORTHOMCL1311_Inner1.nexus: média=21590.03 bps, std=3681.80, mediana=19713.23, min=17954.92, max=28100.80, n=5, outliers=0
tree_ORTHOMCL1311_Inner2.nexus: média=21180.40 bps, std=3144.36, mediana=19985.85, min=18179.99, max=27098.19, n=5, outliers=0
tree_ORTHOMCL1311_Inner3.nexus: média=38494.30 bps, std=3926.20, mediana=37330.55, min=32324.43, max=42930.62, n=5, outliers=0
tree_ORTHOMCL1313_Inner1.nexus: média=22573.61 bps, std=3666.58, mediana=20108.49, min=19199.73, max=27262.34, n=5, outliers=0
tree_ORTHOMCL1313_Inner2.nexus: média=19901.49 bps, std=2579.00, mediana=18841.98, min=17633.06, max=24898.68, n=5, outliers=0
tree_ORTHOMCL1313_Inner3.nexus: média=36872.37 bps, std=3637.22, mediana=38182.41, min=31129.72, max=41844.89, n=5, outliers=0
tree_ORTHOMCL1314_Inner1.nexus: média=23880.97 bps, std=4118.96, mediana=25936.91, min=18529.72, max=28294.16, n=5, outliers=0
tree_ORTHOMCL1314_Inner2.nexus: média=20607.79 bps, std=2281.88, mediana=19361.88, min=18697.02, max=24803.61, n=5, outliers=0
tree_ORTHOMCL1314_Inner3.nexus: média=36551.66 bps, std=5430.47, mediana=36858.29, min=27206.97, max=42042.56, n=5, outliers=0
tree_ORTHOMCL1316_Inner1.nexus: média=20703.20 bps, std=2590.74, mediana=20671.26, min=16851.96, max=24920.06, n=5, outliers=0
tree_ORTHOMCL1316_Inner2.nexus: média=20458.04 bps, std=2058.85, mediana=19350.70, min=18380.01, max=23274.43, n=5, outliers=0
tree_ORTHOMCL1316_Inner3.nexus: média=41067.39 bps, std=7428.93, mediana=36708.58, min=34188.83, max=54271.96, n=5, outliers=0
tree_ORTHOMCL1334_Inner1.nexus: média=22432.17 bps, std=4331.94, mediana=20102.72, min=18511.40, max=30423.81, n=5, outliers=0
tree_ORTHOMCL1334_Inner2.nexus: média=18756.83 bps, std=1994.09, mediana=17726.50, min=16849.98, max=22323.75, n=5, outliers=0
tree_ORTHOMCL1334_Inner3.nexus: média=45562.74 bps, std=6205.64, mediana=47108.91, min=37462.65, max=54107.18, n=5, outliers=0
tree_ORTHOMCL1352_Inner1.nexus: média=20566.38 bps, std=3589.38, mediana=18602.97, min=17462.85, max=27382.10, n=5, outliers=0
tree_ORTHOMCL1352_Inner2.nexus: média=23779.32 bps, std=3932.32, mediana=23766.75, min=19634.36, max=30230.84, n=5, outliers=0
tree_ORTHOMCL1352_Inner3.nexus: média=35930.80 bps, std=2583.57, mediana=34744.38, min=33307.60, max=40454.43, n=5, outliers=0
tree_ORTHOMCL1359_Inner1.nexus: média=22818.97 bps, std=3798.79, mediana=21448.83, min=18509.55, max=29240.48, n=5, outliers=0
tree_ORTHOMCL1359_Inner2.nexus: média=20106.05 bps, std=2538.06, mediana=19374.03, min=17374.94, max=24706.24, n=5, outliers=0
tree_ORTHOMCL1359_Inner3.nexus: média=43432.46 bps, std=5270.65, mediana=45617.21, min=35361.78, max=50579.20, n=5, outliers=0
tree_ORTHOMCL1363_Inner1.nexus: média=20239.35 bps, std=3247.09, mediana=18565.98, min=18364.97, max=26709.57, n=5, outliers=0
tree_ORTHOMCL1363_Inner2.nexus: média=21141.95 bps, std=3016.50, mediana=19285.68, min=18190.57, max=26220.25, n=5, outliers=0
tree_ORTHOMCL1363_Inner3.nexus: média=40351.65 bps, std=5850.49, mediana=37178.12, min=34947.75, max=51203.89, n=5, outliers=0
tree_ORTHOMCL1370_Inner1.nexus: média=21633.02 bps, std=3143.63, mediana=23272.85, min=17495.56, max=25436.29, n=5, outliers=0
tree_ORTHOMCL1370_Inner2.nexus: média=21059.75 bps, std=3951.94, mediana=18976.19, min=18588.05, max=28917.98, n=5, outliers=0
tree_ORTHOMCL1370_Inner3.nexus: média=38472.25 bps, std=4463.81, mediana=37032.99, min=33488.82, max=43840.66, n=5, outliers=0
tree_ORTHOMCL1374_Inner1.nexus: média=19476.55 bps, std=3024.34, mediana=17901.67, min=17573.73, max=25448.93, n=5, outliers=0
tree_ORTHOMCL1374_Inner2.nexus: média=23125.57 bps, std=4221.88, mediana=23565.04, min=17636.42, max=29151.58, n=5, outliers=0
tree_ORTHOMCL1374_Inner3.nexus: média=36742.79 bps, std=4272.98, mediana=37880.90, min=31559.36, max=42756.87, n=5, outliers=0
tree_ORTHOMCL1375_Inner1.nexus: média=23011.78 bps, std=4228.82, mediana=23487.45, min=17774.81, max=28672.43, n=5, outliers=0
tree_ORTHOMCL1375_Inner2.nexus: média=20340.19 bps, std=4127.79, mediana=19661.69, min=16220.26, max=28134.33, n=5, outliers=0
tree_ORTHOMCL1375_Inner3.nexus: média=43295.12 bps, std=8849.50, mediana=40445.35, min=34148.96, max=59240.31, n=5, outliers=0
tree_ORTHOMCL1378_Inner1.nexus: média=18289.81 bps, std=1029.66, mediana=17722.37, min=17156.26, max=19816.13, n=5, outliers=0
tree_ORTHOMCL1378_Inner2.nexus: média=30039.40 bps, std=5148.24, mediana=32770.47, min=22429.34, max=35677.71, n=5, outliers=0
tree_ORTHOMCL1378_Inner3.nexus: média=34462.60 bps, std=1645.84, mediana=33839.83, min=32779.71, max=37424.89, n=5, outliers=0
tree_ORTHOMCL1385_Inner1.nexus: média=23765.35 bps, std=3248.77, mediana=23526.59, min=19240.79, max=27689.55, n=5, outliers=0
tree_ORTHOMCL1385_Inner2.nexus: média=20716.23 bps, std=1536.73, mediana=20716.41, min=19022.40, max=23483.72, n=5, outliers=0
tree_ORTHOMCL1385_Inner3.nexus: média=41683.58 bps, std=5904.05, mediana=42739.85, min=34917.08, max=50307.68, n=5, outliers=0
tree_ORTHOMCL1403_Inner1.nexus: média=20057.57 bps, std=2552.53, mediana=19349.54, min=17046.28, max=23724.12, n=5, outliers=0
tree_ORTHOMCL1403_Inner2.nexus: média=20869.74 bps, std=2809.14, mediana=20339.43, min=18435.33, max=26179.07, n=5, outliers=0
tree_ORTHOMCL1403_Inner3.nexus: média=37700.69 bps, std=5612.33, mediana=34151.33, min=32318.08, max=46364.98, n=5, outliers=0
tree_ORTHOMCL1404_Inner1.nexus: média=23435.02 bps, std=4393.77, mediana=25308.70, min=17896.98, max=28516.33, n=5, outliers=0
tree_ORTHOMCL1404_Inner2.nexus: média=27768.14 bps, std=4674.72, mediana=25046.67, min=23298.48, max=36270.17, n=5, outliers=0
tree_ORTHOMCL1404_Inner3.nexus: média=41293.79 bps, std=8331.87, mediana=38043.57, min=31630.91, max=54218.49, n=5, outliers=0
tree_ORTHOMCL1408_Inner1.nexus: média=23261.79 bps, std=3390.12, mediana=24480.60, min=18622.53, max=27973.97, n=5, outliers=0
tree_ORTHOMCL1408_Inner2.nexus: média=20126.04 bps, std=3141.36, mediana=18393.33, min=17069.52, max=24616.86, n=5, outliers=0
tree_ORTHOMCL1408_Inner3.nexus: média=41437.30 bps, std=8751.04, mediana=44067.75, min=29076.72, max=50704.37, n=5, outliers=0
tree_ORTHOMCL1410_Inner1.nexus: média=20207.33 bps, std=4560.19, mediana=19267.73, min=15669.77, max=28881.92, n=5, outliers=0
tree_ORTHOMCL1410_Inner2.nexus: média=20054.32 bps, std=2143.63, mediana=19437.79, min=17641.86, max=23361.43, n=5, outliers=0
tree_ORTHOMCL1410_Inner3.nexus: média=39375.48 bps, std=6457.40, mediana=37007.33, min=32660.95, max=48989.84, n=5, outliers=0
tree_ORTHOMCL1442_Inner1.nexus: média=21202.26 bps, std=1671.53, mediana=20714.41, min=19466.47, max=24401.75, n=5, outliers=0
tree_ORTHOMCL1442_Inner2.nexus: média=30324.14 bps, std=4131.79, mediana=30871.57, min=24899.55, max=36440.68, n=5, outliers=0
tree_ORTHOMCL1442_Inner3.nexus: média=37982.55 bps, std=3652.06, mediana=37702.10, min=33742.03, max=44098.10, n=5, outliers=0
tree_ORTHOMCL1464_Inner1.nexus: média=23593.40 bps, std=2710.08, mediana=22327.68, min=20056.81, max=27534.44, n=5, outliers=0
tree_ORTHOMCL1464_Inner2.nexus: média=23125.74 bps, std=2821.64, mediana=22642.95, min=19440.01, max=27326.51, n=5, outliers=0
tree_ORTHOMCL1464_Inner3.nexus: média=38182.32 bps, std=5227.76, mediana=35792.30, min=31249.22, max=45121.85, n=5, outliers=0
tree_ORTHOMCL1480_Inner1.nexus: média=20037.27 bps, std=3733.19, mediana=18474.01, min=16921.64, max=27351.87, n=5, outliers=0
tree_ORTHOMCL1480_Inner2.nexus: média=29868.75 bps, std=2998.07, mediana=31800.92, min=24777.02, max=32482.34, n=5, outliers=0
tree_ORTHOMCL1480_Inner3.nexus: média=36931.84 bps, std=3109.82, mediana=35899.49, min=33361.84, max=41241.31, n=5, outliers=0
tree_ORTHOMCL1490_Inner1.nexus: média=23255.60 bps, std=2174.65, mediana=23083.83, min=20267.77, max=26834.15, n=5, outliers=0
tree_ORTHOMCL1490_Inner2.nexus: média=16879.48 bps, std=1896.26, mediana=17617.72, min=13308.09, max=18663.25, n=5, outliers=0
tree_ORTHOMCL1490_Inner3.nexus: média=8813.72 bps, std=617.36, mediana=8948.24, min=7825.48, max=9530.08, n=5, outliers=0
tree_ORTHOMCL1491_Inner1.nexus: média=18467.06 bps, std=1680.26, mediana=18204.55, min=16690.18, max=21467.43, n=5, outliers=0
tree_ORTHOMCL1491_Inner2.nexus: média=21808.45 bps, std=3582.25, mediana=18944.53, min=18837.30, max=26529.32, n=5, outliers=0
tree_ORTHOMCL1491_Inner3.nexus: média=34823.15 bps, std=2059.30, mediana=34150.43, min=32887.90, max=38790.68, n=5, outliers=0
tree_ORTHOMCL1518_Inner1.nexus: média=22722.35 bps, std=2764.99, mediana=23652.46, min=19192.74, max=26826.35, n=5, outliers=0
tree_ORTHOMCL1518_Inner2.nexus: média=24353.04 bps, std=1092.37, mediana=24739.26, min=22238.80, max=25327.33, n=5, outliers=0
tree_ORTHOMCL1518_Inner3.nexus: média=43701.80 bps, std=7068.75, mediana=44150.01, min=34812.98, max=53104.82, n=5, outliers=0
tree_ORTHOMCL1527_Inner1.nexus: média=21182.37 bps, std=2451.11, mediana=19687.66, min=18734.62, max=24693.10, n=5, outliers=0
tree_ORTHOMCL1527_Inner2.nexus: média=31864.31 bps, std=5634.19, mediana=32152.09, min=25227.44, max=39193.85, n=5, outliers=0
