Estatísticas para DOWNLOAD (sem outliers):
tree_ORTHOMCL1.nexus: média=16892.09 bps, std=3089.69, mediana=15383.82, min=13745.02, max=22643.16, n=5, outliers=0
tree_ORTHOMCL1408_Inner3.nexus: média=24558.45 bps, std=3454.35, mediana=23578.71, min=19080.06, max=28299.64, n=5, outliers=0
tree_ORTHOMCL1410_Inner1.nexus: média=11825.76 bps, std=1535.85, mediana=12356.44, min=9258.32, max=13901.03, n=5, outliers=0
tree_ORTHOMCL1410_Inner2.nexus: média=12512.95 bps, std=416.88, mediana=12485.04, min=11932.34, max=13233.32, n=5, outliers=0
tree_ORTHOMCL1410_Inner3.nexus: média=23599.38 bps, std=4212.45, mediana=24434.62, min=17489.37, max=27994.68, n=5, outliers=0
tree_ORTHOMCL1442_Inner1.nexus: média=13546.48 bps, std=1706.69, mediana=12887.34, min=11029.95, max=15478.15, n=5, outliers=0
tree_ORTHOMCL1442_Inner2.nexus: média=5349.23 bps, std=420.45, mediana=5057.65, min=4980.06, max=5866.78, n=5, outliers=0
tree_ORTHOMCL1442_Inner3.nexus: média=23555.38 bps, std=2152.40, mediana=23200.11, min=19960.09, max=26257.20, n=5, outliers=0
tree_ORTHOMCL1464_Inner1.nexus: média=14152.34 bps, std=1128.53, mediana=14140.21, min=12887.85, max=15474.85, n=5, outliers=0
tree_ORTHOMCL1464_Inner2.nexus: média=11921.90 bps, std=1683.29, mediana=10723.03, min=10700.77, max=14993.93, n=5, outliers=0
tree_ORTHOMCL1464_Inner3.nexus: média=23344.85 bps, std=4213.52, mediana=23322.33, min=17475.20, max=27979.94, n=5, outliers=0
tree_ORTHOMCL1480_Inner1.nexus: média=11638.20 bps, std=1938.35, mediana=11420.32, min=9007.47, max=14837.44, n=5, outliers=0
tree_ORTHOMCL1480_Inner2.nexus: média=16253.45 bps, std=756.39, mediana=16118.59, min=15163.12, max=17527.42, n=5, outliers=0
tree_ORTHOMCL1480_Inner3.nexus: média=23334.48 bps, std=3833.47, mediana=23156.05, min=16540.59, max=27823.72, n=5, outliers=0
tree_ORTHOMCL1490_Inner1.nexus: média=12462.64 bps, std=217.91, mediana=12360.53, min=12338.15, max=12898.13, n=5, outliers=0
tree_ORTHOMCL1490_Inner2.nexus: média=12149.46 bps, std=1556.10, mediana=12368.86, min=10584.92, max=14819.49, n=5, outliers=0
tree_ORTHOMCL1490_Inner3.nexus: média=24086.52 bps, std=2791.79, mediana=23179.39, min=19844.86, max=27795.53, n=5, outliers=0
tree_ORTHOMCL1491_Inner1.nexus: média=12971.61 bps, std=966.81, mediana=12373.06, min=12350.20, max=14854.71, n=5, outliers=0
tree_ORTHOMCL1491_Inner2.nexus: média=12850.39 bps, std=986.32, mediana=12363.84, min=12342.88, max=14822.96, n=5, outliers=0
tree_ORTHOMCL1491_Inner3.nexus: média=25042.16 bps, std=2270.44, mediana=23193.21, min=23183.77, max=27825.72, n=5, outliers=0
tree_ORTHOMCL1518_Inner1.nexus: média=12149.33 bps, std=1558.92, mediana=12356.00, min=10590.56, max=14837.11, n=5, outliers=0
tree_ORTHOMCL1518_Inner2.nexus: média=17907.04 bps, std=1578.29, mediana=16628.42, min=16612.01, max=19952.58, n=5, outliers=0
tree_ORTHOMCL1518_Inner3.nexus: média=23776.38 bps, std=2115.64, mediana=23176.16, min=21537.49, max=27812.46, n=5, outliers=0
tree_ORTHOMCL1527_Inner1.nexus: média=14165.09 bps, std=1154.51, mediana=14107.57, min=12884.24, max=15487.79, n=5, outliers=0
tree_ORTHOMCL1527_Inner2.nexus: média=16700.27 bps, std=2692.82, mediana=17173.61, min=12875.53, max=20627.06, n=5, outliers=0
tree_ORTHOMCL1527_Inner3.nexus: média=23105.01 bps, std=2911.25, mediana=23702.35, min=17788.33, max=26731.32, n=5, outliers=0
tree_ORTHOMCL1541_Inner1.nexus: média=12502.92 bps, std=1351.44, mediana=12353.94, min=10590.00, max=14828.95, n=5, outliers=0
tree_ORTHOMCL1541_Inner2.nexus: média=13347.21 bps, std=1205.29, mediana=12397.82, min=12331.75, max=14824.97, n=5, outliers=0
tree_ORTHOMCL1541_Inner3.nexus: média=22224.69 bps, std=4189.27, mediana=23175.07, min=17376.32, max=27664.31, n=5, outliers=0
tree_ORTHOMCL1591_Inner1.nexus: média=11920.76 bps, std=1390.67, mediana=12363.66, min=9266.95, max=13375.17, n=5, outliers=0
tree_ORTHOMCL1591_Inner2.nexus: média=17361.56 bps, std=2880.20, mediana=18217.96, min=12142.20, max=19941.56, n=5, outliers=0
tree_ORTHOMCL1591_Inner3.nexus: média=22709.93 bps, std=3168.95, mediana=23164.34, min=18078.31, max=27818.28, n=5, outliers=0
tree_ORTHOMCL1619_Inner1.nexus: média=13905.06 bps, std=1231.61, mediana=12910.89, min=12884.17, max=15479.39, n=5, outliers=0
tree_ORTHOMCL1619_Inner2.nexus: média=12102.50 bps, std=1842.30, mediana=12764.07, min=8494.10, max=13726.41, n=5, outliers=0
tree_ORTHOMCL1619_Inner3.nexus: média=25206.70 bps, std=1925.00, mediana=23764.54, min=23689.11, max=28425.61, n=5, outliers=0
tree_ORTHOMCL1677_Inner1.nexus: média=13926.66 bps, std=1267.99, mediana=12907.05, min=12868.15, max=15484.47, n=5, outliers=0
tree_ORTHOMCL1677_Inner2.nexus: média=12698.99 bps, std=1385.64, mediana=12377.43, min=10578.67, max=14813.10, n=5, outliers=0
tree_ORTHOMCL1677_Inner3.nexus: média=22992.97 bps, std=2076.35, mediana=23722.26, min=20328.72, max=26110.66, n=5, outliers=0
tree_ORTHOMCL1678_Inner1.nexus: média=12409.21 bps, std=713.80, mediana=12879.76, min=11040.05, max=12884.55, n=5, outliers=0
tree_ORTHOMCL1678_Inner2.nexus: média=13929.03 bps, std=1270.12, mediana=12898.91, min=12885.97, max=15495.59, n=5, outliers=0
tree_ORTHOMCL1678_Inner3.nexus: média=24939.05 bps, std=3127.90, mediana=23742.03, min=20329.57, max=28479.29, n=5, outliers=0
tree_ORTHOMCL1686_Inner1.nexus: média=12419.79 bps, std=1239.42, mediana=12350.80, min=10590.14, max=14496.03, n=5, outliers=0
tree_ORTHOMCL1686_Inner2.nexus: média=17377.40 bps, std=1291.90, mediana=16701.93, min=16631.99, max=19950.78, n=5, outliers=0
tree_ORTHOMCL1686_Inner3.nexus: média=24094.39 bps, std=1843.21, mediana=23174.29, min=23162.61, max=27780.78, n=5, outliers=0
tree_ORTHOMCL1706_Inner1.nexus: média=12296.85 bps, std=1050.53, mediana=12889.78, min=11047.45, max=13600.99, n=5, outliers=0
tree_ORTHOMCL1706_Inner2.nexus: média=17133.76 bps, std=600.64, mediana=17177.72, min=16128.38, max=18021.45, n=5, outliers=0
tree_ORTHOMCL1706_Inner3.nexus: média=22227.10 bps, std=4227.13, mediana=23704.40, min=17175.47, max=28447.65, n=5, outliers=0
tree_ORTHOMCL1762_Inner1.nexus: média=13337.39 bps, std=1193.50, mediana=12367.32, min=12359.34, max=14823.86, n=5, outliers=0
tree_ORTHOMCL1762_Inner2.nexus: média=16642.31 bps, std=28.80, mediana=16637.72, min=16615.43, max=16697.16, n=5, outliers=0
tree_ORTHOMCL1762_Inner3.nexus: média=22351.41 bps, std=3418.85, mediana=23172.69, min=17737.02, max=27790.68, n=5, outliers=0
tree_ORTHOMCL1770_Inner1.nexus: média=12968.70 bps, std=785.01, mediana=12366.97, min=12333.16, max=14233.93, n=5, outliers=0
tree_ORTHOMCL1770_Inner2.nexus: média=13086.33 bps, std=954.67, mediana=12452.04, min=12360.88, max=14829.87, n=5, outliers=0
tree_ORTHOMCL1770_Inner3.nexus: média=24101.12 bps, std=1843.81, mediana=23183.14, min=23155.74, max=27788.57, n=5, outliers=0
tree_ORTHOMCL1772_Inner1.nexus: média=11553.54 bps, std=1613.20, mediana=12356.65, min=8327.16, max=12366.29, n=5, outliers=0
tree_ORTHOMCL1772_Inner2.nexus: média=12709.36 bps, std=1854.56, mediana=12482.05, min=10697.40, max=14982.21, n=5, outliers=0
tree_ORTHOMCL1772_Inner3.nexus: média=24601.17 bps, std=2230.94, mediana=22794.98, min=22767.91, max=27351.45, n=5, outliers=0
tree_ORTHOMCL1779_Inner1.nexus: média=3917.69 bps, std=294.27, mediana=3898.65, min=3524.67, max=4354.97, n=5, outliers=0
tree_ORTHOMCL1779_Inner2.nexus: média=13003.78 bps, std=1612.16, mediana=12358.19, min=10655.10, max=14848.48, n=5, outliers=0
tree_ORTHOMCL1779_Inner3.nexus: média=24405.73 bps, std=2153.44, mediana=22651.71, min=22647.51, max=27185.97, n=5, outliers=0
tree_ORTHOMCL1780_Inner1.nexus: média=12027.84 bps, std=716.86, mediana=12355.93, min=10596.86, max=12471.46, n=5, outliers=0
tree_ORTHOMCL1780_Inner2.nexus: média=12317.36 bps, std=1782.41, mediana=12353.67, min=9268.10, max=14828.24, n=5, outliers=0
tree_ORTHOMCL1780_Inner3.nexus: média=24235.11 bps, std=1945.51, mediana=22766.22, min=22633.54, max=27202.87, n=5, outliers=0
tree_ORTHOMCL1788_Inner1.nexus: média=11863.10 bps, std=2425.06, mediana=12363.70, min=7405.39, max=14827.93, n=5, outliers=0
tree_ORTHOMCL1788_Inner2.nexus: média=13211.63 bps, std=1352.69, mediana=12388.36, min=11644.35, max=14839.37, n=5, outliers=0
tree_ORTHOMCL1788_Inner3.nexus: média=25325.72 bps, std=2094.69, mediana=24653.26, min=23171.95, max=27818.40, n=5, outliers=0
tree_ORTHOMCL1795_Inner1.nexus: média=11740.28 bps, std=1238.08, mediana=12356.39, min=9264.13, max=12368.01, n=5, outliers=0
tree_ORTHOMCL1795_Inner2.nexus: média=12814.93 bps, std=903.21, mediana=12367.32, min=12354.34, max=14621.29, n=5, outliers=0
tree_ORTHOMCL1795_Inner3.nexus: média=21352.10 bps, std=1645.96, mediana=20280.07, min=19865.94, max=23475.32, n=5, outliers=0
tree_ORTHOMCL1809_Inner1.nexus: média=13426.93 bps, std=1144.28, mediana=12815.71, min=12334.70, max=14822.97, n=5, outliers=0
tree_ORTHOMCL1809_Inner2.nexus: média=16570.39 bps, std=1746.73, mediana=16108.70, min=13802.27, max=18819.03, n=5, outliers=0
tree_ORTHOMCL1809_Inner3.nexus: média=23655.61 bps, std=1763.87, mediana=22667.43, min=22638.41, max=27160.73, n=5, outliers=0
tree_ORTHOMCL1813_Inner1.nexus: média=12836.10 bps, std=988.20, mediana=12365.72, min=12280.99, max=14811.45, n=5, outliers=0
tree_ORTHOMCL1813_Inner2.nexus: média=12513.32 bps, std=1334.42, mediana=12364.15, min=10638.92, max=14821.38, n=5, outliers=0
tree_ORTHOMCL1813_Inner3.nexus: média=22897.98 bps, std=2457.44, mediana=22641.14, min=19421.48, max=27130.91, n=5, outliers=0
tree_ORTHOMCL1816_Inner1.nexus: média=12988.47 bps, std=1632.39, mediana=12364.96, min=10589.41, max=14828.80, n=5, outliers=0
tree_ORTHOMCL1816_Inner2.nexus: média=12187.58 bps, std=1399.63, mediana=12229.62, min=10484.85, max=14664.22, n=5, outliers=0
tree_ORTHOMCL1816_Inner3.nexus: média=25326.47 bps, std=1708.19, mediana=25111.89, min=22624.65, max=27163.27, n=5, outliers=0
tree_ORTHOMCL1833_Inner1.nexus: média=12606.38 bps, std=1361.14, mediana=12363.52, min=10589.10, max=14840.92, n=5, outliers=0
tree_ORTHOMCL1833_Inner2.nexus: média=16825.36 bps, std=1818.82, mediana=16632.39, min=14253.38, max=19958.85, n=5, outliers=0
tree_ORTHOMCL1833_Inner3.nexus: média=23411.60 bps, std=2528.63, mediana=23194.89, min=19755.87, max=27708.96, n=5, outliers=0
tree_ORTHOMCL1861_Inner1.nexus: média=11382.59 bps, std=2686.17, mediana=12361.26, min=6736.29, max=14824.22, n=5, outliers=0
tree_ORTHOMCL1861_Inner2.nexus: média=12546.24 bps, std=1319.63, mediana=12489.80, min=11186.78, max=14978.81, n=5, outliers=0
tree_ORTHOMCL1861_Inner3.nexus: média=23981.35 bps, std=1663.69, mediana=23358.18, min=21621.72, max=26375.09, n=5, outliers=0
tree_ORTHOMCL1863_Inner1.nexus: média=13557.48 bps, std=1108.33, mediana=13398.79, min=12356.28, max=14839.48, n=5, outliers=0
tree_ORTHOMCL1863_Inner2.nexus: média=12425.72 bps, std=1363.86, mediana=12361.71, min=10602.10, max=14826.21, n=5, outliers=0
tree_ORTHOMCL1863_Inner3.nexus: média=23692.65 bps, std=1756.12, mediana=22680.70, min=22592.84, max=27156.96, n=5, outliers=0
tree_ORTHOMCL1869_Inner1.nexus: média=12344.65 bps, std=629.82, mediana=12359.36, min=11328.14, max=13319.07, n=5, outliers=0
tree_ORTHOMCL1869_Inner2.nexus: média=13304.40 bps, std=1574.01, mediana=12359.02, min=11475.16, max=15520.76, n=5, outliers=0
tree_ORTHOMCL1869_Inner3.nexus: média=20294.14 bps, std=3591.68, mediana=21652.51, min=13765.05, max=24004.85, n=5, outliers=0
tree_ORTHOMCL1875_Inner1.nexus: média=12998.10 bps, std=1421.33, mediana=12362.49, min=11024.02, max=14835.62, n=5, outliers=0
tree_ORTHOMCL1875_Inner2.nexus: média=12162.14 bps, std=367.70, mediana=12326.10, min=11427.61, max=12365.95, n=5, outliers=0
tree_ORTHOMCL1875_Inner3.nexus: média=24781.78 bps, std=2977.41, mediana=25132.12, min=19908.59, max=27804.26, n=5, outliers=0
tree_ORTHOMCL1882_Inner1.nexus: média=11979.78 bps, std=692.91, mediana=12302.85, min=10594.87, max=12364.61, n=5, outliers=0
tree_ORTHOMCL1882_Inner2.nexus: média=13158.92 bps, std=1661.38, mediana=12568.70, min=10719.80, max=15085.01, n=5, outliers=0
tree_ORTHOMCL1882_Inner3.nexus: média=22153.56 bps, std=2312.36, mediana=23313.66, min=17528.88, max=23317.08, n=5, outliers=0
tree_ORTHOMCL1890_Inner1.nexus: média=12981.95 bps, std=1658.76, mediana=12391.60, min=10498.10, max=14834.20, n=5, outliers=0
tree_ORTHOMCL1890_Inner2.nexus: média=14377.54 bps, std=1582.71, mediana=14024.14, min=12511.75, max=16227.71, n=5, outliers=0
tree_ORTHOMCL1890_Inner3.nexus: média=23645.43 bps, std=4156.02, mediana=25770.32, min=16417.47, max=27824.88, n=5, outliers=0
tree_ORTHOMCL1895_Inner1.nexus: média=11937.07 bps, std=2144.34, mediana=12357.52, min=8629.37, max=14839.09, n=5, outliers=0
tree_ORTHOMCL1895_Inner2.nexus: média=12273.92 bps, std=1566.75, mediana=12468.51, min=10706.22, max=14984.05, n=5, outliers=0
tree_ORTHOMCL1895_Inner3.nexus: média=23333.45 bps, std=2143.33, mediana=23296.98, min=19971.62, max=26748.59, n=5, outliers=0
tree_ORTHOMCL1906_Inner1.nexus: média=12722.27 bps, std=1242.13, mediana=12851.11, min=10562.65, max=14036.64, n=5, outliers=0
tree_ORTHOMCL1906_Inner2.nexus: média=15990.30 bps, std=2176.84, mediana=14845.76, min=14214.98, max=19976.63, n=5, outliers=0
tree_ORTHOMCL1906_Inner3.nexus: média=24185.43 bps, std=3854.38, mediana=24760.44, min=17364.56, max=27838.99, n=5, outliers=0
tree_ORTHOMCL1909_Inner1.nexus: média=11596.85 bps, std=2306.29, mediana=10858.23, min=9262.87, max=14832.08, n=5, outliers=0
tree_ORTHOMCL1909_Inner2.nexus: média=12889.02 bps, std=805.27, mediana=12487.55, min=12482.65, max=14499.55, n=5, outliers=0
tree_ORTHOMCL1909_Inner3.nexus: média=7638.25 bps, std=588.91, mediana=7756.48, min=6651.86, max=8215.78, n=5, outliers=0
tree_ORTHOMCL1915_Inner1.nexus: média=11751.20 bps, std=766.52, mediana=12347.34, min=10607.32, max=12388.82, n=5, outliers=0
tree_ORTHOMCL1915_Inner2.nexus: média=21978.23 bps, std=1427.52, mediana=22039.33, min=19451.29, max=23365.48, n=5, outliers=0
tree_ORTHOMCL1916_Inner1.nexus: média=13035.65 bps, std=1420.42, mediana=12337.66, min=11206.74, max=14835.00, n=5, outliers=0
tree_ORTHOMCL1916_Inner2.nexus: média=12677.11 bps, std=1312.14, mediana=12497.02, min=10839.36, max=14948.02, n=5, outliers=0
tree_ORTHOMCL1916_Inner3.nexus: média=26118.77 bps, std=2282.55, mediana=27968.86, min=23312.66, max=27992.43, n=5, outliers=0
tree_ORTHOMCL1940_Inner1.nexus: média=13405.18 bps, std=1033.48, mediana=12886.58, min=12881.92, max=15472.09, n=5, outliers=0
tree_ORTHOMCL1940_Inner2.nexus: média=12958.75 bps, std=953.00, mediana=12374.22, min=12350.35, max=14819.57, n=5, outliers=0
tree_ORTHOMCL1940_Inner3.nexus: média=24110.47 bps, std=2807.72, mediana=23197.26, min=19852.76, max=27842.55, n=5, outliers=0
tree_ORTHOMCL1952_Inner1.nexus: média=13338.52 bps, std=1203.80, mediana=12361.76, min=12352.43, max=14829.67, n=5, outliers=0
tree_ORTHOMCL1952_Inner2.nexus: média=13231.91 bps, std=999.08, mediana=12507.92, min=12488.43, max=15020.83, n=5, outliers=0
tree_ORTHOMCL1952_Inner3.nexus: média=23189.00 bps, std=1507.14, mediana=23309.23, min=20637.04, max=25380.22, n=5, outliers=0
tree_ORTHOMCL1954_Inner1.nexus: média=12511.13 bps, std=1772.34, mediana=12355.73, min=10573.50, max=14837.53, n=5, outliers=0
tree_ORTHOMCL1954_Inner2.nexus: média=12393.14 bps, std=1590.45, mediana=12483.54, min=10712.41, max=14965.20, n=5, outliers=0
tree_ORTHOMCL1954_Inner3.nexus: média=24232.02 bps, std=2825.25, mediana=23320.56, min=19939.93, max=28003.56, n=5, outliers=0
tree_ORTHOMCL1958_Inner1.nexus: média=13404.22 bps, std=1030.63, mediana=12891.26, min=12880.50, max=15465.45, n=5, outliers=0
tree_ORTHOMCL1958_Inner2.nexus: média=12569.41 bps, std=1361.18, mediana=12358.45, min=10573.62, max=14842.73, n=5, outliers=0
tree_ORTHOMCL1958_Inner3.nexus: média=23250.24 bps, std=2230.57, mediana=23153.13, min=19865.91, max=26908.99, n=5, outliers=0
tree_ORTHOMCL1965_Inner1.nexus: média=13347.83 bps, std=1200.79, mediana=12389.06, min=12348.77, max=14818.90, n=5, outliers=0
tree_ORTHOMCL1965_Inner2.nexus: média=11658.50 bps, std=861.01, mediana=12354.08, min=10596.05, max=12368.75, n=5, outliers=0
tree_ORTHOMCL1965_Inner3.nexus: média=22267.79 bps, std=2859.86, mediana=22626.05, min=19413.86, max=27204.51, n=5, outliers=0
tree_ORTHOMCL1973_Inner1.nexus: média=12225.86 bps, std=1763.08, mediana=12355.45, min=9253.93, max=14806.33, n=5, outliers=0
tree_ORTHOMCL1973_Inner2.nexus: média=12850.17 bps, std=989.88, mediana=12363.18, min=12330.06, max=14829.74, n=5, outliers=0
tree_ORTHOMCL1973_Inner3.nexus: média=25022.68 bps, std=2254.05, mediana=23189.49, min=23168.51, max=27826.05, n=5, outliers=0
tree_ORTHOMCL1977_Inner1.nexus: média=11388.12 bps, std=1249.78, mediana=12345.82, min=9292.94, max=12356.12, n=5, outliers=0
tree_ORTHOMCL1977_Inner2.nexus: média=12512.26 bps, std=2416.41, mediana=12355.61, min=8211.75, max=14831.88, n=5, outliers=0
tree_ORTHOMCL1977_Inner3.nexus: média=23573.26 bps, std=1806.05, mediana=22654.34, min=22635.20, max=27184.49, n=5, outliers=0
tree_ORTHOMCL1984_Inner1.nexus: média=13019.23 bps, std=1934.39, mediana=12890.57, min=9665.74, max=15485.07, n=5, outliers=0
tree_ORTHOMCL1984_Inner2.nexus: média=11974.25 bps, std=954.04, mediana=12349.73, min=10589.61, max=13326.65, n=5, outliers=0
tree_ORTHOMCL1984_Inner3.nexus: média=23272.42 bps, std=1952.43, mediana=23709.22, min=20321.80, max=26273.66, n=5, outliers=0
tree_ORTHOMCL1985_Inner1.nexus: média=12763.65 bps, std=2572.59, mediana=12886.14, min=8589.90, max=16717.44, n=5, outliers=0
tree_ORTHOMCL1985_Inner2.nexus: média=12169.23 bps, std=1533.69, mediana=12353.85, min=10587.29, max=14826.21, n=5, outliers=0
tree_ORTHOMCL1985_Inner3.nexus: média=25120.11 bps, std=2100.32, mediana=23732.67, min=23014.93, max=28455.40, n=5, outliers=0
tree_ORTHOMCL1996_Inner1.nexus: média=11656.17 bps, std=1409.09, mediana=12338.59, min=9276.06, max=13061.19, n=5, outliers=0
tree_ORTHOMCL1996_Inner2.nexus: média=13733.04 bps, std=1125.49, mediana=14327.39, min=12368.33, max=14826.13, n=5, outliers=0
tree_ORTHOMCL1996_Inner3.nexus: média=23819.43 bps, std=2992.66, mediana=22714.91, min=19400.14, max=27181.18, n=5, outliers=0
tree_ORTHOMCL1997_Inner1.nexus: média=12077.80 bps, std=1624.75, mediana=12346.52, min=10263.10, max=14829.43, n=5, outliers=0
tree_ORTHOMCL1997_Inner2.nexus: média=12329.76 bps, std=2063.47, mediana=12336.10, min=9277.75, max=14833.75, n=5, outliers=0
tree_ORTHOMCL1997_Inner3.nexus: média=22433.85 bps, std=3588.72, mediana=23176.78, min=17376.64, max=27822.58, n=5, outliers=0
tree_ORTHOMCL1_Inner1.nexus: média=13097.38 bps, std=1481.72, mediana=12366.49, min=11110.56, max=14834.92, n=5, outliers=0
tree_ORTHOMCL1_Inner2.nexus: média=12454.96 bps, std=861.29, mediana=12348.59, min=11266.80, max=13959.48, n=5, outliers=0
tree_ORTHOMCL1_Inner3.nexus: média=23790.49 bps, std=2963.05, mediana=22660.48, min=19406.42, max=27153.41, n=5, outliers=0
tree_ORTHOMCL2001_Inner1.nexus: média=13346.67 bps, std=1209.68, mediana=12370.76, min=12346.03, max=14835.73, n=5, outliers=0
tree_ORTHOMCL2001_Inner2.nexus: média=16168.93 bps, std=959.12, mediana=16637.19, min=14251.20, max=16689.03, n=5, outliers=0
tree_ORTHOMCL2001_Inner3.nexus: média=23863.71 bps, std=3847.80, mediana=23168.36, min=17380.99, max=27817.07, n=5, outliers=0
tree_ORTHOMCL2020_Inner1.nexus: média=12851.03 bps, std=986.64, mediana=12364.74, min=12336.61, max=14824.18, n=5, outliers=0
tree_ORTHOMCL2020_Inner2.nexus: média=16369.38 bps, std=2076.14, mediana=16638.26, min=14228.72, max=19952.63, n=5, outliers=0
tree_ORTHOMCL2020_Inner3.nexus: média=24263.36 bps, std=6543.17, mediana=23322.85, min=15541.95, max=34484.22, n=5, outliers=0
tree_ORTHOMCL2033_Inner1.nexus: média=12889.92 bps, std=8.35, mediana=12886.65, min=12879.78, max=12903.48, n=5, outliers=0
tree_ORTHOMCL2033_Inner2.nexus: média=11800.37 bps, std=2209.33, mediana=12480.26, min=8326.06, max=14992.58, n=5, outliers=0
tree_ORTHOMCL2033_Inner3.nexus: média=7565.05 bps, std=639.19, mediana=7759.43, min=6654.80, max=8214.76, n=5, outliers=0
tree_ORTHOMCL256_2_Inner1.nexus: média=13498.54 bps, std=1211.31, mediana=12524.27, min=12500.82, max=14985.04, n=5, outliers=0
tree_ORTHOMCL256_2_Inner2.nexus: média=16851.60 bps, std=2713.60, mediana=16393.70, min=12266.85, max=19632.02, n=5, outliers=0
tree_ORTHOMCL256_2_Inner3.nexus: média=20901.74 bps, std=1600.65, mediana=20110.93, min=20073.02, max=24102.92, n=5, outliers=0
tree_ORTHOMCL256_2_Inner4.nexus: média=13690.48 bps, std=1146.19, mediana=12785.46, min=12749.19, max=15313.68, n=5, outliers=0
tree_ORTHOMCL256_2_Inner5.nexus: média=30599.46 bps, std=3037.11, mediana=28166.85, min=28114.79, max=34827.66, n=5, outliers=0
tree_ORTHOMCL256_2_Inner6.nexus: média=33414.30 bps, std=2567.65, mediana=32138.88, min=32109.85, max=38549.54, n=5, outliers=0
tree_ORTHOMCL256_2_Inner7.nexus: média=36409.43 bps, std=3920.35, mediana=36024.50, min=30846.96, max=43150.43, n=5, outliers=0
tree_ORTHOMCL256_2_Inner8.nexus: média=46824.40 bps, std=3853.33, mediana=46026.66, min=42736.13, max=51341.20, n=5, outliers=0
tree_ORTHOMCL256_Inner1.nexus: média=12498.26 bps, std=1170.56, mediana=12436.60, min=10711.94, max=14409.22, n=5, outliers=0
tree_ORTHOMCL256_Inner2.nexus: média=16686.27 bps, std=1795.52, mediana=16450.82, min=14028.26, max=19657.23, n=5, outliers=0
tree_ORTHOMCL256_Inner3.nexus: média=20081.31 bps, std=2289.63, mediana=20105.75, min=17224.92, max=24137.86, n=5, outliers=0
tree_ORTHOMCL256_Inner4.nexus: média=13442.90 bps, std=999.08, mediana=12749.67, min=12740.50, max=15308.08, n=5, outliers=0
tree_ORTHOMCL256_Inner5.nexus: média=29803.46 bps, std=2245.51, mediana=28128.54, min=28086.11, max=33714.03, n=5, outliers=0
tree_ORTHOMCL256_Inner6.nexus: média=33271.14 bps, std=4853.60, mediana=32166.72, min=27573.00, max=42304.73, n=5, outliers=0
tree_ORTHOMCL256_Inner7.nexus: média=37427.93 bps, std=2874.31, mediana=35984.88, min=35957.97, max=43176.09, n=5, outliers=0
tree_ORTHOMCL256_Inner8.nexus: média=42703.70 bps, std=201.25, mediana=42782.02, min=42308.61, max=42874.86, n=5, outliers=0
tree_ORTHOMCL320_Inner1.nexus: média=13512.33 bps, std=1208.20, mediana=12611.48, min=12478.70, max=14995.77, n=5, outliers=0
tree_ORTHOMCL320_Inner2.nexus: média=15897.01 bps, std=941.04, mediana=16363.97, min=14014.93, max=16373.53, n=5, outliers=0
tree_ORTHOMCL320_Inner3.nexus: média=21499.92 bps, std=3047.16, mediana=20645.65, min=16660.56, max=24795.18, n=5, outliers=0
tree_ORTHOMCL320_Inner4.nexus: média=13108.51 bps, std=937.74, mediana=13291.00, min=11398.23, max=14281.23, n=5, outliers=0
tree_ORTHOMCL320_Inner5.nexus: média=24254.93 bps, std=5865.39, mediana=24537.65, min=13373.41, max=29429.34, n=5, outliers=0
tree_ORTHOMCL320_Inner6.nexus: média=12988.69 bps, std=1003.37, mediana=12492.50, min=12472.88, max=14995.37, n=5, outliers=0
tree_ORTHOMCL320_Inner7.nexus: média=38208.68 bps, std=6045.24, mediana=39728.16, min=29831.58, max=47710.60, n=5, outliers=0
tree_ORTHOMCL337_Inner1.nexus: média=12995.95 bps, std=1001.02, mediana=12496.03, min=12492.37, max=14997.98, n=5, outliers=0
tree_ORTHOMCL337_Inner2.nexus: média=13239.29 bps, std=1002.05, mediana=12741.86, min=12713.00, max=15243.18, n=5, outliers=0
tree_ORTHOMCL337_Inner3.nexus: média=15760.93 bps, std=1684.56, mediana=16243.81, min=13917.90, max=18402.44, n=5, outliers=0
tree_ORTHOMCL337_Inner4.nexus: média=22626.80 bps, std=3245.65, mediana=20823.31, min=20762.02, max=29080.14, n=5, outliers=0
tree_ORTHOMCL337_Inner5.nexus: média=29252.61 bps, std=2250.88, mediana=28145.07, min=28067.91, max=33753.88, n=5, outliers=0
tree_ORTHOMCL337_Inner6.nexus: média=13066.59 bps, std=1406.44, mediana=12764.85, min=10931.18, max=15267.48, n=5, outliers=0
tree_ORTHOMCL337_Inner7.nexus: média=40147.13 bps, std=4502.52, mediana=38861.85, min=33269.18, max=46554.93, n=5, outliers=0
tree_ORTHOMCL358_Inner1.nexus: média=12106.89 bps, std=1766.99, mediana=12486.44, min=9858.04, max=14983.63, n=5, outliers=0
tree_ORTHOMCL358_Inner2.nexus: média=12854.18 bps, std=1129.61, mediana=12490.52, min=11607.92, max=14981.27, n=5, outliers=0
tree_ORTHOMCL358_Inner3.nexus: média=12167.85 bps, std=2034.46, mediana=12236.75, min=8512.87, max=14678.69, n=5, outliers=0
tree_ORTHOMCL358_Inner4.nexus: média=15047.17 bps, std=2886.32, mediana=15958.36, min=10447.80, max=19151.62, n=5, outliers=0
tree_ORTHOMCL358_Inner5.nexus: média=24896.31 bps, std=1837.44, mediana=23742.58, min=23706.61, max=28464.86, n=5, outliers=0
